;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;156;;Volumenstrom Intensivlüftung;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;unsigned 16 Bit;80*;300*;80 m³/h;300 m³/h;m³/h;* Grenzwerte sind vom Gerätetyp abhängig;
;157;;Filterwechsel Gerätefilter;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;unsigned 16 Bit;0;1;0;1;;1= Filter gewechselt;
;158;;Filterwechsel Außenfilter;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;unsigned 16 Bit;0;1;0;1;;1= Filter gewechselt;
;159;;Filterwechsel Raumfilter;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;unsigned 16 Bit;0;1;0;1;;1= Filter gewechselt;
;;;;;;;;;;;;;;;
;;;Einstellung Temperatur;;;;;;;;;;;;
;300;;Abgleich Raumtemperatur;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;signed 16 Bit;-30;30;-3°C;3°C;Temperatur * 10 (°C);Schrittweite 1 (= 0,1°C);
;301;;T-Zuluft min. kühlen;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;signed 16 Bit;8;29;8°C;29°C;°C;Schrittweite 1 (= 0,1°C);
;302;;T-Raum max.;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;signed 16 Bit;180;300;18°C;30°C;Temperatur * 10 (°C);Schrittweite 5 (= 0,5°C);
;;;;;;;;;;;;;;;
;;;EnOcean;;;;;;;;;;;;
;350;;EnOcean Funksensor Typ CO2 an ID0;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;351;;EnOcean Funksensor Typ CO2 an ID1;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;352;;EnOcean Funksensor Typ CO2 an ID2;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;353;;EnOcean Funksensor Typ CO2 an ID3;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;354;;EnOcean Funksensor Typ CO2 an ID4;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;355;;EnOcean Funksensor Typ CO2 an ID5;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;356;;EnOcean Funksensor Typ CO2 an ID6;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;357;;EnOcean Funksensor Typ CO2 an ID7;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;358;;EnOcean Funksensor Typ rF an ID0;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0;100;% r.F.;;
;359;;EnOcean Funksensor Typ rF an ID1;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0;100;% r.F.;;
;360;;EnOcean Funksensor Typ rF an ID2;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0;100;% r.F.;;
;361;;EnOcean Funksensor Typ rF an ID3;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0;100;% r.F.;;
;362;;EnOcean Funksensor Typ rF an ID4;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0;100;% r.F.;;
;363;;EnOcean Funksensor Typ rF an ID5;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0;100;% r.F.;;
;364;;EnOcean Funksensor Typ rF an ID6;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0;100;% r.F.;;
;365;;EnOcean Funksensor Typ rF an ID7;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0;100;% r.F.;;
;366;;EnOcean Funksensor Typ VOC an ID0;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;367;;EnOcean Funksensor Typ VOC an ID1;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;368;;EnOcean Funksensor Typ VOC an ID2;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;369;;EnOcean Funksensor Typ VOC an ID3;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;370;;EnOcean Funksensor Typ VOC an ID4;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;371;;EnOcean Funksensor Typ VOC an ID5;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;372;;EnOcean Funksensor Typ VOC an ID6;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;373;;EnOcean Funksensor Typ VOC an ID7;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;;;;;;;;;;;;;;;
;;;Fehlermeldung und Hinweise;;;;;;;;;;;;
;401;;Aktueller Fehler;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Bitfeld;High-Word Fehler;
;402;;Aktueller Fehler;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Bitfeld;Low-Word Fehler;
;403;;Aktueller Hinweis;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Bitfeld;High-Word Hinweis;
;404;;Aktueller Hinweis;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Bitfeld;Low-Word Hinweis;
;405;;Fehler Reset;-;06-Write Single Register;16-Write Multiple Register;1;uint16;0;1;0;1;;1= Fehler Reset;
;;;;;;;;;;;;;;;
;;;Grundeinstellung;;;;;;;;;;;;
;550;;Betriebsart;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;uint16;0;5;0;5;;"0=Aus; 1=Manuell; 2=Auto-Zeit; 3= Auto-Sensor; 4=Eco-Zuluft; 5=Eco-Abluft ";
;551;;Stoßlüftung;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;uint16;0;1;0;1;;"0=inaktiv; 1=aktiv";
;552;;Jahreszeit;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;uint16;0;1;0;1;;"0=Winter; 1=Sommer";
;553;;Solltemperatur Raum;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;int16;180;250;18°C;25°C;Temperatur * 10 (°C);Schrittweite 5 (= 0,5°C);
;554;;Lüftungstsufe;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;uint16;0;4;0;4;;"0=Aus; 1=Feuchteschutz; 2=Reduziert; 3=Nenn; 4=Intensiv ";
;;;;;;;;;;;;;;;
;;;Abfrage Lüftung;;;;;;;;;;;;
;650;;Aktuelle Lüftungsstufe;03-Read Holding Register(4x);-;-;1;uint16;0;4;0;4;;"0=Aus; 1=Feuchteschutz; 2=Reduziert; 3=Nenn; 4=Intensiv ";
;651;;Aktuelle Drehzahl Ventilator ZUL;03-Read Holding Register(4x);-;-;1;uint16;0;5000;0;5000;U/min;;
;652;;Aktuelle Drehzahl Ventilator ABL;03-Read Holding Register(4x);-;-;1;uint16;0;5000;0;5000;U/min;;
;653;;Aktueller Volumenstrom ZUL;03-Read Holding Register(4x);-;-;1;uint16;0;300*;0 m³/h;300 m³/h;m³/h;;
;654;;Aktueller Volumenstrom ABL;03-Read Holding Register(4x);-;-;1;uint16;0;300*;0 m³/h;300 m³/h;m³/h;;
;655;;Restlaufzeit Gerätefilter;03-Read Holding Register(4x);-;-;1;uint16;0;366;0 Tage;366 Tage;Tage;Restlaufzeit in Tage;
;656;;Restlaufzeit Aussenfilter;03-Read Holding Register(4x);-;-;1;uint16;0;549;0 Tage;549 Tage;Tage;Restlaufzeit in Tage;
;657;;Restlaufzeit Raumfilter;03-Read Holding Register(4x);-;-;1;uint16;0;183;0 Tage;183 Tage;Tage;Restlaufzeit in Tage;
;;;;;;;;;;;;;;;
;;;Bereich aktuelle Temperaturen;;;;;;;;;;;;
;700;-;Temperatur Raum;03-Read Holding Register(4x);-;;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);Anzeige gemäß Raumsensorkonfiguration;
;701;-;Temperatur Raum Ext.;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);Nur gültig, wenn ein externer Raumtemperatur Sensor konfiguriert ist;
;702;-;Temperatur T-AUL vor Luft EWT;03-Read Holding Register(4x);-;-;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);Nur gültig, wenn ein Luft-EWT konfiguriert ist (ZP1);
;703;-;Temperatur Lufteintritt;03-Read Holding Register(4x);-;-;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);;
;704;-;Temperatur Zuluft;03-Read Holding Register(4x);-;-;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);;
;705;-;Temperatur Abluft;03-Read Holding Register(4x);-;-;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);;
;706;-;Temperatur Fortluft;03-Read Holding Register(4x);-;-;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);;
;707;;T-Raum Bus;-;06-Write Single Register;16-Write Multiple Register;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);Nur gültig, wenn ein Bus Raumtemperatur Sensor konfiguriert ist / Schreibzyklus min. 10min;
;;;;;;;;;;;;;;;
;;;Bereich Sensordaten;;;;;;;;;;;;
;750;-;r.F. Abluft;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0%;100%;relative Feuchte * 10 (%);;
;751;-;r.F. Sensor 1;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0%;100%;relative Feuchte * 10 (%);Nur gültig, wenn Sensor 1 als r.F. Sensor konfiguriert ist;
;752;-;r.F. Sensor 2;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0%;100%;relative Feuchte * 10 (%);Nur gültig, wenn Sensor 2 als r.F. Sensor konfiguriert ist;
;753;-;r.F. Sensor 3;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0%;100%;relative Feuchte * 10 (%);Nur gültig, wenn Sensor 3 als r.F. Sensor konfiguriert ist;
;754;-;r.F. Sensor 4;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0%;100%;relative Feuchte * 10 (%);Nur gültig, wenn Sensor 4 als r.F. Sensor konfiguriert ist;
;755;-;CO2 Sensor 1;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;CO2-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 1 als CO2 Sensor konfiguriert ist;
;756;-;CO2 Sensor 2;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;CO2-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 2 als CO2 Sensor konfiguriert ist;
;757;-;CO2 Sensor 3;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;CO2-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 3 als CO2 Sensor konfiguriert ist;
;758;-;CO2 Sensor 4;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;CO2-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 4 als CO2 Sensor konfiguriert ist;
;759;-;VOC Sensor 1;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;VOC-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 1 als VOC Sensor konfiguriert ist;
;760;-;VOC Sensor 2;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;VOC-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 2 als VOC Sensor konfiguriert ist;
;761;-;VOC Sensor 3;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;VOC-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 3 als VOC Sensor konfiguriert ist;
;762;-;VOC Sensor 4;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;VOC-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 4 als VOC Sensor konfiguriert ist;
;763;;r.F. Bus;-;06-Write Single Register;16-Write Multiple Register;1;uint16;0;100;0 %r.F;100 %r.F;;Schreibzyklus mindestens 10min;
;764;;LQ-Bus;-;06-Write Single Register;16-Write Multiple Register;1;uint16;0;5000;0ppm;5000ppm;;Schreibzyklus mindestens 10min;
;;;;;;;;;;;;;;;
;;;Abfrage Schaltzustände;;;;;;;;;;;;
;800;;Ventilator Zuluft;03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=aus; 1=ein";
;801;;Ventilator Abluft;03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=aus; 1=ein";
;802;;Stellantrieb Sommerbypass;03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=zu; 1=auf";
;803;;PTC-Heizregister;03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=aus; 1=ein";
;804;;Schaltkontakt Basisplatine;03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=aus; 1=ein";
;805;;Relais Nachheizung (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=aus; 1=ein";
;806;;Sole-Umwälzpumpe (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;2;0;2;;"0=Aus; 1=heizen; 2=kühlen";
;807;;3-Wege-Luftklappe (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;2;0;2;;"0=Aus; 1=heizen; 2=kühlen";
;808;;Zonenklappe (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;3;0;3;;"0=Aus; 1=Zone1; 2=Zone2; 3=Zone Sensor";
;;;;;;;;;;;;;;;
;;;Abfrage Betriebsstunden;;;;;;;;;;;;
;850;;Betriebsstunden Feuchteschutz Lüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;851;;Betriebsstunden Feuchteschutz Lüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;852;;Betriebsstunden Reduzierte Lüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;853;;Betriebsstunden Reduzierte Lüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;854;;Betriebsstunden Nennlüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;855;;Betriebsstunden Nennlüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;856;;Betriebsstunden Intensivlüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;857;;Betriebsstunden Intensivlüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;858;;Betriebsstunden Lüftung gesamt;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;859;;Betriebsstunden Lüftung gesamt;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;860;;Relais Nachheizung (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;861;;Relais Nachheizung (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;862;;Sole-Umwälzpumpe (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;863;;Sole-Umwälzpumpe (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;864;;3-Wege-Luftklappe (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;865;;3-Wege-Luftklappe (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;866;;Zonenklappe (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;867;;Zonenklappe (ZP1);03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;868;;Schaltkontakt;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;869;;Schaltkontakt;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;;;;;;;;;;;;;;;
;;;Filterüberwachung;;;;;;;;;;;;
;900;;Zulässiges Delta p Filterüberwachung;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;uint16;10;200;10%;200%;%;;
