WS 75 K Mod-Bus-Parameterliste / 12.04.2021 / ab Geräte FW-Version V1.0.2;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;372;;EnOcean Funksensor Typ VOC an ID6;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;373;;EnOcean Funksensor Typ VOC an ID7;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0;5000;ppm;;
;;;;;;;;;;;;;;;
;;;Fehlermeldung und Hinweise;;;;;;;;;;;;
;401;;Aktueller Fehler;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Bitfeld;High-Word Fehler;
;402;;Aktueller Fehler;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Bitfeld;Low-Word Fehler;
;403;;Aktueller Hinweis;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Bitfeld;High-Word Hinweis;
;404;;Aktueller Hinweis;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Bitfeld;Low-Word Hinweis;
;405;;Fehler Reset;-;06-Write Single Register;16-Write Multiple Register;1;uint16;0;1;0;1;;1= Fehler Reset;
;;;;;;;;;;;;;;;
;;;Grundeinstellung;;;;;;;;;;;;
;550;;Betriebsart;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;uint16;0;4;0;4;;"0=Aus; 1=Manuell;  2= Auto-Sensor;3=Eco-Zuluft; 4=Eco-Abluft ";
;551;;Stoßlüftung;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;uint16;0;1;0;1;;"0=inaktiv; 1=aktiv";
;553;;Solltemperatur Raum;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;int16;180;250;18°C;25°C;Temperatur * 10 (°C);Schrittweite 5 (= 0,5°C);
;554;;Lüftungstufe;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;uint16;0;4;0;4;;"0=Aus; 1=Feuchteschutz; 2=Reduziert; 3=Nenn; 4=Intensiv ";
;559;;Einschlaffunktion;03-Read Holding Register(4x);06-Write Single Register;16-Write Multiple Register;1;uint16;0;1;0;1;;"0=inaktiv; 1=aktiv";
;;;;;;;;;;;;;;;
;;;Abfrage Lüftung;;;;;;;;;;;;
;650;;Aktuelle Lüftungsstufe;03-Read Holding Register(4x);-;-;1;uint16;0;4;0;4;;"0=Aus; 1=Feuchteschutz; 2=Reduziert; 3=Nenn; 4=Intensiv ";
;651;;Aktuelle Drehzahl Ventilator ZUL;03-Read Holding Register(4x);-;-;1;uint16;0;5000;0;5000;U/min;;
;652;;Aktuelle Drehzahl Ventilator ABL;03-Read Holding Register(4x);-;-;1;uint16;0;5000;0;5000;U/min;;
;653;;Aktueller Volumenstrom ZUL;03-Read Holding Register(4x);-;-;1;uint16;0;300*;0 m³/h;300 m³/h;m³/h;;
;654;;Aktueller Volumenstrom ABL;03-Read Holding Register(4x);-;-;1;uint16;0;300*;0 m³/h;300 m³/h;m³/h;;
;655;;Restlaufzeit Gerätefilter;03-Read Holding Register(4x);-;-;1;uint16;0;366;0 Tage;366 Tage;Tage;Restlaufzeit in Tage;
;656;;Restlaufzeit Aussenfilter;03-Read Holding Register(4x);-;-;1;uint16;0;549;0 Tage;549 Tage;Tage;Restlaufzeit in Tage;
;657;;Restlaufzeit Raumfilter;03-Read Holding Register(4x);-;-;1;uint16;0;183;0 Tage;183 Tage;Tage;Restlaufzeit in Tage;
;;;;;;;;;;;;;;;
;;;Bereich aktuelle Temperaturen;;;;;;;;;;;;
;700;-;Temperatur Raum;03-Read Holding Register(4x);-;;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);Anzeige gemäß Raumsensorkonfiguration;
;703;-;Temperatur Lufteintritt;03-Read Holding Register(4x);-;-;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);;
;704;-;Temperatur Zuluft;03-Read Holding Register(4x);-;-;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);;
;705;-;Temperatur Abluft;03-Read Holding Register(4x);-;-;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);;
;706;-;Temperatur Fortluft;03-Read Holding Register(4x);-;-;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);;
;707;;T-Raum Bus;-;06-Write Single Register;16-Write Multiple Register;1;int16;-300;1200;-30°C;120°C;Temperatur * 10 (°C);Nur gültig, wenn ein Bus Raumtemperatur Sensor konfiguriert ist / Schreibzyklus min. 10min;
;;;;;;;;;;;;;;;
;;;Bereich Sensordaten;;;;;;;;;;;;
;750;-;r.F. Abluft;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0%;100%;relative Feuchte * 10 (%);;
;751;-;r.F. Sensor 1;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0%;100%;relative Feuchte * 10 (%);Nur gültig, wenn Sensor 1 als r.F. Sensor konfiguriert ist;
;752;-;r.F. Sensor 2;03-Read Holding Register(4x);-;-;1;uint16;0;1000;0%;100%;relative Feuchte * 10 (%);Nur gültig, wenn Sensor 2 als r.F. Sensor konfiguriert ist;
;755;-;CO2 Sensor 1;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;CO2-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 1 als CO2 Sensor konfiguriert ist;
;756;-;CO2 Sensor 2;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;CO2-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 2 als CO2 Sensor konfiguriert ist;
;759;-;VOC Sensor 1;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;VOC-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 1 als VOC Sensor konfiguriert ist;
;760;-;VOC Sensor 2;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;VOC-Konzentration * 10 (ppm);Nur gültig, wenn Sensor 2 als VOC Sensor konfiguriert ist;
;763;;r.F. Bus;-;06-Write Single Register;16-Write Multiple Register;1;uint16;0;100;0 %r.F;100 %r.F;;Schreibzyklus mindestens 10min;
;764;;LQ-Bus;-;06-Write Single Register;16-Write Multiple Register;1;uint16;0;5000;0ppm;5000ppm;;Schreibzyklus mindestens 10min;
;765;;VOC-Wert Abluft;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;VOC-Konzentration * 10 (ppm);Nur gültig, wenn VOC-Sensomodul Abluft verfügbar;
;766;;CO2 -Wert Abluft;03-Read Holding Register(4x);-;-;1;uint16;0;50000;0ppm;5000ppm;CO2-Konzentration * 10 (ppm);Nur gültig, wenn CO2-Sensomodul Abluft verfügbar;
;;;;;;;;;;;;;;;
;;;Abfrage Schaltzustände;;;;;;;;;;;;
;800;;Ventilator Zuluft;03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=aus; 1=ein";
;801;;Ventilator Abluft;03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=aus; 1=ein";
;803;;PTC-Heizregister;03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=aus; 1=ein";
;804;;Schaltkontakt Basisplatine;03-Read Holding Register(4x);-;-;1;uint16;0;1;0;1;;"0=aus; 1=ein";
;;;;;;;;;;;;;;;
;;;Abfrage Betriebsstunden;;;;;;;;;;;;
;850;;Betriebsstunden Feuchteschutz Lüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;851;;Betriebsstunden Feuchteschutz Lüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;852;;Betriebsstunden Reduzierte Lüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;853;;Betriebsstunden Reduzierte Lüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;854;;Betriebsstunden Nennlüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;855;;Betriebsstunden Nennlüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;856;;Betriebsstunden Intensivlüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;857;;Betriebsstunden Intensivlüftung;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;858;;Betriebsstunden Lüftung gesamt;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;859;;Betriebsstunden Lüftung gesamt;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;868;;Schaltkontakt;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;869;;Schaltkontakt;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;870;;Relais Zuluft-Heizregister;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;High-Word;
;871;;Relais Zuluft-Heizregister;03-Read Holding Register(4x);-;-;1;uint16;0;65535;0;65535;Stunden;Low-Word;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
